Taxa_1	Taxa_2	Taxa_3	Taxa_6	Taxa_7	Taxa_8	Taxa_11	Taxa_12	Taxa_22	Taxa_27	Taxa_35	Taxa_36	Taxa_41	Taxa_46	Taxa_50	Taxa_53	Taxa_54	Taxa_61	Taxa_62	Taxa_67	Taxa_68	Taxa_80	Taxa_82	Taxa_85	Taxa_95	Taxa_128	Taxa_129	Taxa_136	Taxa_144	Taxa_149	Taxa_158	Taxa_173	Taxa_175	Taxa_186	Taxa_190	Taxa_205	Taxa_207	Taxa_212	Taxa_240	Taxa_252	Taxa_254	Taxa_259	Taxa_273	Taxa_308	Taxa_315	Taxa_319	Taxa_321	Taxa_323	Taxa_328	Taxa_336	Taxa_343	Taxa_349	Taxa_350	Taxa_356	Taxa_357	Taxa_369	Taxa_398	Taxa_403	Taxa_407	Taxa_420	Taxa_425	Taxa_444	Taxa_451	Taxa_544	Taxa_559	Taxa_563	Taxa_566	Taxa_570	Taxa_573	Taxa_583	Taxa_596	Taxa_630	Taxa_631	Taxa_648	Taxa_663	Taxa_677	Taxa_679	Taxa_694	Taxa_705	Taxa_711	Taxa_740	Taxa_765	Taxa_766	Taxa_769	Taxa_775	Taxa_787	Taxa_798	Taxa_809	Taxa_821	Taxa_832	Taxa_834	Taxa_836	Taxa_856	Taxa_874	Taxa_914	Taxa_959	Taxa_967	Taxa_1020	Taxa_1097	Taxa_1130	Taxa_1140	Taxa_1146	Taxa_1247	Taxa_1260	Taxa_1264	Taxa_1300	Taxa_1347	Taxa_1400	Taxa_1405	Taxa_1429	Taxa_1430	Taxa_1456	Taxa_1485	Taxa_1503	Taxa_1518	Taxa_1522	Taxa_1543	Taxa_1544	Taxa_1553	Taxa_1558	Taxa_1581	Taxa_1592	Taxa_1664	Taxa_1728	Taxa_1745	Taxa_1768	Taxa_1815	Taxa_1829	Taxa_1876	Taxa_1917	Taxa_1958	Taxa_1995	Taxa_2034	Taxa_2076	Taxa_2140	Taxa_2180	Taxa_2183	Taxa_2203	Taxa_2251	Taxa_2265	Taxa_2267	Taxa_2287	Taxa_2306	Taxa_2313	Taxa_2326	Taxa_2339	Taxa_2340	Taxa_2377	Taxa_2432	Taxa_2485	Taxa_2488	Taxa_2524	Taxa_2624	Taxa_2682	Taxa_2697	Taxa_2725	Taxa_2762	Taxa_2763	Taxa_2771	Taxa_2795	Taxa_2798	Taxa_2827	Taxa_2925	Taxa_2937	Taxa_2951	Taxa_2954	Taxa_2959	Taxa_2971	Taxa_2977	Taxa_3124	Taxa_3158	Taxa_3168	Taxa_3169	Taxa_3202	Taxa_3213	Taxa_3402	Taxa_3428	Taxa_3457	Taxa_3494	Taxa_3527	Taxa_3579	Taxa_3622	Taxa_3653	Taxa_3660	Taxa_3663	Taxa_3672	Taxa_3698	Taxa_3736	Taxa_3794	Taxa_4062	Taxa_4063	Taxa_4076	Taxa_4102	Taxa_4115	Taxa_4119	Taxa_4185	Taxa_4225	Taxa_4264	Taxa_4265	Taxa_4355	Taxa_4371	Taxa_4420	Taxa_4432	Taxa_4511	Taxa_4614	Taxa_4653	Taxa_4697	Taxa_4825	Taxa_4866	Taxa_4902	Taxa_4951	Taxa_5053	Taxa_5056	Taxa_5069	Taxa_5148	Taxa_5201	Taxa_5306	Taxa_5404	Taxa_5443	Taxa_5502	Taxa_5621	Taxa_5721	Taxa_5760	Taxa_5783	Taxa_5811	Taxa_5837	Taxa_5868	Taxa_5896	Taxa_5953	Taxa_5998	Taxa_6047	Taxa_6136	Taxa_6165	Taxa_6222	Taxa_6253	Taxa_6364	Taxa_6395	Taxa_6536	Taxa_6612	Taxa_6725	Taxa_6781	Taxa_6854	Taxa_6882	Taxa_6917	Taxa_6979	Taxa_7000	Taxa_7033	Taxa_7066	Taxa_7103	Taxa_7276	Taxa_7311	Taxa_7351	Taxa_7355	Taxa_7356	Taxa_7442	Taxa_7524	Taxa_7630	Taxa_7680	Taxa_7772	Taxa_7808	Taxa_7856	Taxa_7944	Taxa_8002	Taxa_8003	Taxa_8005	Taxa_8007	Taxa_8449	Taxa_8490	Taxa_8547	Taxa_8549	Taxa_8551	Taxa_8650	Taxa_8704	Taxa_8708	Taxa_8777	Taxa_8780	Taxa_8919	Taxa_8921	Taxa_8923	Taxa_9044	Taxa_9182	Taxa_9250	Taxa_9251	Taxa_9326	Taxa_9328	Taxa_9334	Taxa_9413	Taxa_9420	Taxa_9490	Taxa_9492	Taxa_9495	Taxa_9527	Taxa_9579	Taxa_9580	Taxa_9671	Taxa_9672	Taxa_9746	Taxa_9825	Taxa_9907	Taxa_9908	Taxa_9994	Taxa_9996	Taxa_10191	Taxa_10193	Taxa_10285	Taxa_10477	Taxa_10479	Taxa_10481	Taxa_10551	Taxa_10582	Taxa_10587	Taxa_10694	Taxa_10695	Taxa_10698	Taxa_10793	Taxa_10794	Taxa_10894	Taxa_10949	Taxa_11010	Taxa_11131	Taxa_11137	Taxa_11273	Taxa_11277	Taxa_11280	Taxa_11409	Taxa_11410	Taxa_11539	Taxa_11540	Taxa_11542	Taxa_11679	Taxa_11682	Taxa_11685	Taxa_11686	Taxa_11689	Taxa_11841	Taxa_11842	Taxa_11909	Taxa_11984	Taxa_11992	Taxa_12332	Taxa_12333	Taxa_12338	Taxa_12543	Taxa_12738	Taxa_12740	Taxa_12742	Taxa_12744	Taxa_12945	Taxa_12946	Taxa_12947	Taxa_12950	Taxa_12957	Taxa_13165	Taxa_13166	Taxa_13168	Taxa_13169	Taxa_13400	Taxa_13402	Taxa_13404	Taxa_13408	Taxa_13409	Taxa_13638	Taxa_13639	Taxa_13899	Taxa_13902	Taxa_14168	Taxa_14169	Taxa_14174	Taxa_14177	Taxa_14455	Taxa_14456	Taxa_14458	Taxa_14459	Taxa_14463	Taxa_14475	Taxa_14754	Taxa_14761	Taxa_14763	Taxa_14764	Taxa_14768	Taxa_15051	Taxa_15056	Taxa_15058	Taxa_15059	Taxa_15325	Taxa_15326	Taxa_15329	Taxa_15338	Taxa_15341	Taxa_15559	Taxa_15560	Taxa_15567	Taxa_15569
samp_62_S59	454	5475	0	878	0	0	789	0	242	2021	0	0	6613	0	0	0	0	0	0	0	0	243	0	0	20673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	33	0	0	0	0	0	205	0	0	6	398	0	0	0	0	0	64	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	12	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_63_S60	1185	16691	281	1385	0	0	748	0	723	4744	0	0	509	4	0	0	0	0	5985	0	0	462	0	0	0	0	6384	0	10	0	0	72	0	222	0	0	0	40	77	0	0	18	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	26	0	0	10	0	11	0	0	28	3	0	105	0	0	0	0	461	0	0	0	0	0	0	0	0	0	17	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	44	0	0	0	0	0	21	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_64_S61	287	1359	0	2304	11	0	61	4	12583	5238	0	0	0	0	0	0	0	0	7058	75	0	166	0	0	0	0	0	15506	14	0	0	0	0	0	0	0	0	39	91	0	0	10	56	0	0	0	0	0	0	0	0	67	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	113	0	168	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_65_S62	204	8299	0	188	0	0	3904	1518	559	1349	2382	0	422	0	0	0	0	0	0	0	0	1220	0	2165	0	0	0	0	0	0	0	475	0	6302	0	0	0	0	43	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	58	0	54	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	350	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_66_S63	4059	15938	0	198	0	0	238	0	12164	3200	0	0	258	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	437	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_67_S64	8414	7114	12313	48	0	0	19	7	370	1542	0	0	0	0	0	0	0	0	0	199	0	500	0	0	0	0	0	0	0	0	0	179	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	93	2689	0	43	64	0	36	0	0	0	49	0	10	0	0	164	456	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	153	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	166	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	437	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_69_S66	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_7_S7	17841	0	35	3774	8	0	11661	240	66	511	0	0	0	0	0	0	0	16	1032	269	0	141	0	0	0	0	0	0	67	0	0	31	0	0	0	0	0	84	83	8136	0	30	0	0	0	0	0	0	0	0	0	77	3633	0	0	34	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	276	0	0	0	0	0	0	0	0	0	40	10	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	43	12	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	259	0	0	0	0	28	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_70_S67	4028	6026	2671	32	0	0	50	86	3663	1935	0	0	0	0	0	0	0	0	23	195	0	467	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	50	0	6926	0	0	0	0	0	0	0	40	0	51	0	19	31	0	0	177	18	0	27	0	12	291	254	0	0	0	0	0	0	0	0	0	1834	0	0	0	0	0	0	242	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	51	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	9	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	10	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_71_S68	1834	3208	2108	31	0	0	0	0	3717	3215	0	0	116	0	0	0	0	0	0	0	0	272	1257	0	0	0	0	0	0	0	0	0	0	35	169	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	46	0	4	0	61	200	156	2596	0	0	0	0	0	0	0	0	0	0	0	0	661	0	0	158	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_72_S69	1541	2200	27	32	0	0	5	21	8588	109	0	0	0	0	0	0	0	0	0	0	0	217	49	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	7468	0	0	0	0	0	0	0	19	0	0	0	0	0	66	273	0	0	0	16	32	171	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	34	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	116	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_73_S70	3999	13896	680	0	0	0	0	15	2182	3216	0	0	0	0	0	0	0	0	0	21	6	52	0	0	0	0	52	0	0	0	0	10	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	6792	0	0	0	0	36	0	0	2372	227	0	0	0	0	16	0	0	114	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	8	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_74_S71	1440	4140	5009	28	0	0	0	19	0	1830	0	0	0	0	0	0	0	0	49	0	0	794	7	0	0	0	153	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6758	0	0	0	0	0	34	59	532	0	0	0	0	950	0	4	0	0	0	62	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	85	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	35	0	0	476	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	233	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	18	0	0	0	64	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
samp_75_S72	3933	8700	11549	0	0	0	0	0	194	3117	0	0	62	0	0	0	0	54	85	113	0	229	11	0	0	0	0	0	0	0	0	22	0	56	0	229	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	34	0	30	59	321	0	0	0	0	168	0	0	0	0	126	53	0	0	0	0	0	0	0	0	0	0	0	0	0	2927	0	0	51	0	0	0	0	0	0	0	19	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	134	0	1437	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_8_S8	29193	249	0	2468	48	0	2237	57	1475	0	0	0	0	0	0	0	0	964	0	5255	0	178	0	0	0	68	0	0	230	0	28	20	0	0	0	0	0	115	82	0	0	132	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	137	0	0	0	0	0	0	990	0	0	0	0	0	53	0	132	14	297	0	0	0	107	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	485	0	0	0	9	0	0	0	0	0	15	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	71	0	29	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	52	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samp_9_S9	21054	0	13	6585	0	0	5873	5449	0	0	0	0	302	0	0	0	288	327	0	1953	0	16	0	0	0	0	0	0	190	0	15	0	0	0	0	0	0	99	158	0	0	177	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	97	0	0	0	0	0	0	0	0	0	20	80	0	0	0	0	299	0	538	0	0	0	0	0	0	0	0	0	494	35	0	34	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	28	0	22	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	24	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
