	Kingdom	Phyla	Class	Order	Family	Genus	Species	Kingdom_Eukaryome	Phylum_Eukaryome	Class_Eukaryome	Order_Eukaryome	Family_Eukaryome	Genus_Eukaryome	Species_Eukaryome
Taxa_9672	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_9746	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_9825	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
Taxa_9907	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
Taxa_9908	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Pectenia	NA
Taxa_9994	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	macrospora	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	vitreola
Taxa_9996	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	NA	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	oligospora
Taxa_10191	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Pilobolaceae	Pilobolus	lentiger	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_10193	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_10285	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Pseudallescheria	fimeti	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	NA	NA
Taxa_10477	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	flava	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
Taxa_10479	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Pezizales_gen_Incertae_sedis	NA	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_incertae_sedis	Boubovia	NA
Taxa_10481	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hapsidospora	stercoraria	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	felina
Taxa_10551	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	celtidis	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	NA
Taxa_10582	Fungi	Ascomycota	Xylonomycetes	Symbiotaphrinales	Symbiotaphrinaceae	Symbiotaphrina	lignicola	Fungi	Ascomycota	NA	NA	NA	NA	NA
Taxa_10587	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora	NA	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
Taxa_10694	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Cystobasidiomycetes_fam_Incertae_sedis	Cystobasidiomycetes_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	NA
Taxa_10695	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Enterocarpus	grenotii	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lophotrichus	NA
Taxa_10698	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_10793	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Cheilymenia	NA	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Cheilymenia	NA
Taxa_10794	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Pilobolaceae	Pilobolus	crystallinus	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_10894	Fungi	Ascomycota	Sordariomycetes	Sordariales	Bombardiaceae	Ramophialophora	NA	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
Taxa_10949	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	NA	NA	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	NA	NA
Taxa_11010	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	armoraciae	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	NA
Taxa_11131	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	xerophilus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
Taxa_11137	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	NA	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Tulosesus	NA
Taxa_11273	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_11277	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Pectenia	NA
Taxa_11280	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_11409	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Xeromyces	bisporus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA	NA
Taxa_11410	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
Taxa_11539	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_11540	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_11542	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	NA	NA	NA	NA	NA	NA
Taxa_11679	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_11682	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Cyniclomyces	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_11685	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	glabripes	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
Taxa_11686	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Trechisporales_fam_Incertae_sedis	Trechisporales_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_11689	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_11841	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_11842	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Cyllamyces	NA	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Neocallimastix	californiae
Taxa_11909	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	gracile	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	NA
Taxa_11984	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_11992	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	NA	NA	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	NA	NA
Taxa_12332	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_12333	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_12338	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Leucothecium	NA	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Leucothecium	emdenii
Taxa_12543	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_12738	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_12740	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_12742	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	boothii	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
Taxa_12744	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	mangrovensis	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	ovata
Taxa_12945	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
Taxa_12946	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Cleistothelebolus	nipigonensis	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	NA
Taxa_12947	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_12950	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	undulata	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
Taxa_12957	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_13165	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	jirovecii	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	oleaginosum
Taxa_13166	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Pezizomycotina_gen_Incertae_sedis	NA	Fungi	Ascomycota	Pezizomycetes	NA	NA	NA	NA
Taxa_13168	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
Taxa_13169	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	minima	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	NA
Taxa_13400	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_13402	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	NA	NA
Taxa_13404	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_13408	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_13409	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	croci	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_13638	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_13639	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	anomalus	Fungi	Ascomycota	Saccharomycetes	Phaffomycetales	Wickerhamomycetaceae	Wickerhamomyces	NA
Taxa_13899	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_13902	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Cephaliophora	tropica	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	NA	NA
Taxa_14168	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_14169	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_14174	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_14177	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
Taxa_14455	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Didymocyrtis	pini	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	NA
Taxa_14456	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_14458	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
Taxa_14459	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_14463	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Eremomycetaceae	Arthrographis	kalrae	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_14475	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	macerans	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	macerans
Taxa_14754	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_14761	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	NA	NA	NA	NA	NA
Taxa_14763	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	ruber	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	umbrosus
Taxa_14764	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Microbotryomycetes_fam_Incertae_sedis	Sampaiozyma	NA	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_incertae_sedis	Microbotryomycetes_fam_incertae_sedis	Sampaiozyma	ingeniosa
Taxa_14768	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	graminis
Taxa_15051	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_15056	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	mucilaginosa	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	mucilaginosa
Taxa_15058	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
Taxa_15059	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Coprotus	glaucellus	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_15325	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	NA	NA	NA	NA	NA	NA	NA	NA
Taxa_15326	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Diutina	catenulata	Fungi	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Diutina	catenulata
Taxa_15329	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Bannoa	NA	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	NA	NA	NA
Taxa_15338	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	NA	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
Taxa_15341	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_15559	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_15560	Fungi	NA	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
Taxa_15567	Fungi	Basidiomycota	NA	NA	NA	NA	NA	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	NA
Taxa_15569	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Eremomycetaceae	Arthrographis	kalrae	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	akiyoshidainum
